document_tone/tones/0/score,document_tone/tones/0/tone_id,document_tone/tones/0/tone_name,document_tone/tones/1/score,document_tone/tones/1/tone_id,document_tone/tones/1/tone_name,document_tone/tones/2/score,document_tone/tones/2/tone_id,document_tone/tones/2/tone_name,document_tone/tones/3/score,document_tone/tones/3/tone_id,document_tone/tones/3/tone_name,document_tone/tones/4/score,document_tone/tones/4/tone_id,document_tone/tones/4/tone_name
0.933838,tentative,Tentative,,,,,,,,,,,,
0.631461,anger,Anger,0.648557,tentative,Tentative,,,,,,,,,
0.646264,analytical,Analytical,,,,,,,,,,,,
0.61002,anger,Anger,,,,,,,,,,,,
0.796587,tentative,Tentative,,,,,,,,,,,,
0.727832,tentative,Tentative,,,,,,,,,,,,
0.615263,joy,Joy,0.725674,confident,Confident,,,,,,,,,
0.865448,tentative,Tentative,0.644049,analytical,Analytical,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
0.552786,sadness,Sadness,0.924612,confident,Confident,,,,,,,,,
0.724646,fear,Fear,0.59941,sadness,Sadness,0.656776,tentative,Tentative,,,,,,
0.612601,sadness,Sadness,0.51835,tentative,Tentative,,,,,,,,,
0.60833,joy,Joy,0.525789,sadness,Sadness,0.647781,tentative,Tentative,,,,,,
0.504682,anger,Anger,0.535347,joy,Joy,0.665314,fear,Fear,0.754031,confident,Confident,,,
0.647621,anger,Anger,0.675187,analytical,Analytical,,,,,,,,,
0.512635,joy,Joy,0.856512,tentative,Tentative,,,,,,,,,
,,,,,,,,,,,,,,
0.558741,fear,Fear,0.843072,tentative,Tentative,,,,,,,,,
0.58021,sadness,Sadness,0.586281,tentative,Tentative,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
0.587589,sadness,Sadness,,,,,,,,,,,,
0.681364,joy,Joy,0.773838,confident,Confident,,,,,,,,,
0.545305,joy,Joy,0.947488,confident,Confident,0.569618,analytical,Analytical,,,,,,
0.517828,joy,Joy,0.508607,sadness,Sadness,0.713042,confident,Confident,,,,,,
0.531815,sadness,Sadness,,,,,,,,,,,,
0.690308,sadness,Sadness,0.586552,anger,Anger,,,,,,,,,
0.606976,joy,Joy,,,,,,,,,,,,
0.661443,tentative,Tentative,,,,,,,,,,,,
0.530479,anger,Anger,0.547793,sadness,Sadness,,,,,,,,,
0.56605,tentative,Tentative,,,,,,,,,,,,
0.624181,sadness,Sadness,0.864788,tentative,Tentative,,,,,,,,,
0.694474,sadness,Sadness,,,,,,,,,,,,
,,,,,,,,,,,,,,
0.604902,sadness,Sadness,0.942754,confident,Confident,,,,,,,,,
,,,,,,,,,,,,,,
0.748185,sadness,Sadness,0.562171,tentative,Tentative,,,,,,,,,
0.855885,sadness,Sadness,0.839449,tentative,Tentative,,,,,,,,,
0.902878,tentative,Tentative,,,,,,,,,,,,
0.534031,sadness,Sadness,0.923402,tentative,Tentative,,,,,,,,,
0.619024,sadness,Sadness,0.805103,tentative,Tentative,,,,,,,,,
0.689886,sadness,Sadness,0.596122,analytical,Analytical,,,,,,,,,
0.687601,sadness,Sadness,0.716904,tentative,Tentative,,,,,,,,,
0.584287,sadness,Sadness,0.646881,tentative,Tentative,,,,,,,,,
0.859186,sadness,Sadness,0.610099,tentative,Tentative,,,,,,,,,
0.864904,joy,Joy,0.714899,confident,Confident,,,,,,,,,
0.51528,joy,Joy,0.551644,sadness,Sadness,0.679647,tentative,Tentative,0.507628,analytical,Analytical,,,
0.557396,sadness,Sadness,0.915559,tentative,Tentative,,,,,,,,,
0.632555,joy,Joy,,,,,,,,,,,,
0.605368,sadness,Sadness,,,,,,,,,,,,
,,,,,,,,,,,,,,
0.723903,sadness,Sadness,0.806842,tentative,Tentative,,,,,,,,,
0.654165,sadness,Sadness,0.826378,tentative,Tentative,,,,,,,,,
0.580124,sadness,Sadness,0.66107,tentative,Tentative,,,,,,,,,
0.70316,anger,Anger,0.890083,tentative,Tentative,,,,,,,,,
0.5048,sadness,Sadness,0.983756,tentative,Tentative,,,,,,,,,
0.623285,anger,Anger,0.848297,tentative,Tentative,,,,,,,,,
0.729998,analytical,Analytical,0.844923,tentative,Tentative,,,,,,,,,
0.721203,anger,Anger,0.55795,tentative,Tentative,,,,,,,,,
0.646527,anger,Anger,0.930577,tentative,Tentative,,,,,,,,,
0.573972,anger,Anger,0.833436,confident,Confident,,,,,,,,,
0.542777,joy,Joy,0.935971,tentative,Tentative,,,,,,,,,
0.702989,anger,Anger,0.942233,tentative,Tentative,,,,,,,,,
0.651998,anger,Anger,0.848841,confident,Confident,,,,,,,,,
0.515855,sadness,Sadness,0.930043,tentative,Tentative,,,,,,,,,
0.558615,fear,Fear,0.641297,anger,Anger,0.520203,tentative,Tentative,,,,,,
0.636272,anger,Anger,0.51835,tentative,Tentative,,,,,,,,,
0.645477,anger,Anger,0.591158,tentative,Tentative,,,,,,,,,
0.502071,anger,Anger,,,,,,,,,,,,
0.582958,anger,Anger,0.901164,confident,Confident,,,,,,,,,
0.629557,anger,Anger,0.749706,confident,Confident,0.820755,analytical,Analytical,,,,,,
0.567296,joy,Joy,0.942711,tentative,Tentative,,,,,,,,,
0.625151,sadness,Sadness,0.66245,tentative,Tentative,,,,,,,,,
0.569673,joy,Joy,0.945087,tentative,Tentative,0.548335,analytical,Analytical,,,,,,
0.657967,anger,Anger,0.777243,tentative,Tentative,,,,,,,,,
0.814061,anger,Anger,0.966869,tentative,Tentative,,,,,,,,,
0.831545,anger,Anger,0.921091,tentative,Tentative,,,,,,,,,
0.678901,anger,Anger,,,,,,,,,,,,
0.705594,anger,Anger,,,,,,,,,,,,
0.892054,tentative,Tentative,,,,,,,,,,,,
0.66398,fear,Fear,0.631234,sadness,Sadness,0.882448,tentative,Tentative,,,,,,
0.751249,joy,Joy,,,,,,,,,,,,
0.508363,sadness,Sadness,0.635753,tentative,Tentative,0.743111,analytical,Analytical,,,,,,
0.669383,fear,Fear,0.636216,anger,Anger,0.670436,tentative,Tentative,,,,,,
0.699693,sadness,Sadness,0.699131,tentative,Tentative,0.532779,analytical,Analytical,,,,,,
0.791921,anger,Anger,0.715165,tentative,Tentative,,,,,,,,,
0.533402,confident,Confident,,,,,,,,,,,,
0.596167,anger,Anger,0.713698,confident,Confident,,,,,,,,,
0.564299,joy,Joy,0.550432,sadness,Sadness,0.889319,tentative,Tentative,,,,,,
0.560936,sadness,Sadness,0.551995,anger,Anger,0.682726,tentative,Tentative,,,,,,
0.685515,tentative,Tentative,,,,,,,,,,,,
0.628328,sadness,Sadness,,,,,,,,,,,,
0.590759,sadness,Sadness,0.822511,tentative,Tentative,,,,,,,,,
0.548807,anger,Anger,0.725918,tentative,Tentative,,,,,,,,,
0.679309,joy,Joy,0.714073,confident,Confident,0.639296,analytical,Analytical,,,,,,
0.684593,sadness,Sadness,0.883068,confident,Confident,,,,,,,,,
0.724883,sadness,Sadness,0.528596,analytical,Analytical,,,,,,,,,
0.559984,sadness,Sadness,0.795705,tentative,Tentative,,,,,,,,,
0.968123,tentative,Tentative,,,,,,,,,,,,
0.719639,sadness,Sadness,,,,,,,,,,,,
0.587636,anger,Anger,0.509255,sadness,Sadness,0.925029,tentative,Tentative,,,,,,
0.686731,sadness,Sadness,0.724637,tentative,Tentative,,,,,,,,,
0.70909,tentative,Tentative,,,,,,,,,,,,
0.677883,anger,Anger,0.882323,confident,Confident,0.764726,analytical,Analytical,,,,,,
0.784078,sadness,Sadness,0.731046,fear,Fear,0.811516,tentative,Tentative,0.788923,analytical,Analytical,,,
0.687329,confident,Confident,0.591815,analytical,Analytical,,,,,,,,,
0.697875,joy,Joy,,,,,,,,,,,,
0.552435,joy,Joy,0.817737,tentative,Tentative,,,,,,,,,
0.726728,joy,Joy,0.909279,confident,Confident,,,,,,,,,
0.598505,fear,Fear,,,,,,,,,,,,
0.531412,sadness,Sadness,0.637242,analytical,Analytical,,,,,,,,,
0.855023,anger,Anger,0.707243,tentative,Tentative,,,,,,,,,
0.657225,sadness,Sadness,0.843664,tentative,Tentative,0.649953,analytical,Analytical,,,,,,
0.542609,fear,Fear,0.553979,sadness,Sadness,0.834026,tentative,Tentative,,,,,,
0.601777,sadness,Sadness,0.915017,tentative,Tentative,,,,,,,,,
0.578993,sadness,Sadness,,,,,,,,,,,,
0.733294,sadness,Sadness,0.838045,tentative,Tentative,,,,,,,,,
0.672862,sadness,Sadness,0.571918,tentative,Tentative,,,,,,,,,
0.729111,sadness,Sadness,0.852452,tentative,Tentative,,,,,,,,,
0.685008,sadness,Sadness,,,,,,,,,,,,
0.61512,sadness,Sadness,0.55871,analytical,Analytical,,,,,,,,,
0.779316,confident,Confident,,,,,,,,,,,,
0.651263,sadness,Sadness,0.66655,tentative,Tentative,,,,,,,,,
0.859941,tentative,Tentative,,,,,,,,,,,,
,,,,,,,,,,,,,,
0.592207,sadness,Sadness,,,,,,,,,,,,
0.663717,anger,Anger,,,,,,,,,,,,
0.572934,anger,Anger,0.61418,sadness,Sadness,0.918636,confident,Confident,,,,,,
0.744177,sadness,Sadness,0.753997,tentative,Tentative,,,,,,,,,
0.568166,anger,Anger,0.519859,sadness,Sadness,0.750869,tentative,Tentative,,,,,,
0.708921,tentative,Tentative,0.667683,analytical,Analytical,,,,,,,,,
0.805766,sadness,Sadness,0.736209,tentative,Tentative,,,,,,,,,
0.692418,sadness,Sadness,0.875814,tentative,Tentative,,,,,,,,,
0.69893,anger,Anger,0.622842,tentative,Tentative,,,,,,,,,
0.574758,tentative,Tentative,,,,,,,,,,,,
0.556001,sadness,Sadness,,,,,,,,,,,,
0.629851,confident,Confident,,,,,,,,,,,,
0.502793,fear,Fear,0.554263,joy,Joy,0.702629,sadness,Sadness,0.529125,tentative,Tentative,,,
0.678384,sadness,Sadness,,,,,,,,,,,,
0.547702,fear,Fear,0.890948,tentative,Tentative,,,,,,,,,
0.508202,joy,Joy,,,,,,,,,,,,
0.508555,anger,Anger,0.592651,tentative,Tentative,,,,,,,,,
0.750993,sadness,Sadness,0.703461,confident,Confident,,,,,,,,,
,,,,,,,,,,,,,,
0.56775,sadness,Sadness,,,,,,,,,,,,
0.615323,anger,Anger,0.698156,tentative,Tentative,,,,,,,,,
0.716023,sadness,Sadness,,,,,,,,,,,,
,,,,,,,,,,,,,,
0.958343,confident,Confident,,,,,,,,,,,,
0.539408,sadness,Sadness,0.956731,tentative,Tentative,,,,,,,,,
0.570974,tentative,Tentative,,,,,,,,,,,,
0.585876,joy,Joy,,,,,,,,,,,,
0.828525,confident,Confident,,,,,,,,,,,,
0.505927,anger,Anger,0.555316,analytical,Analytical,0.521521,tentative,Tentative,,,,,,
0.615632,sadness,Sadness,0.618784,tentative,Tentative,,,,,,,,,
0.589402,anger,Anger,0.517875,sadness,Sadness,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
0.705932,sadness,Sadness,0.750309,analytical,Analytical,0.945101,tentative,Tentative,,,,,,
0.62599,sadness,Sadness,0.899676,tentative,Tentative,,,,,,,,,
0.67514,joy,Joy,0.990062,tentative,Tentative,,,,,,,,,
0.686252,sadness,Sadness,0.932809,tentative,Tentative,0.51064,analytical,Analytical,,,,,,
0.521753,anger,Anger,0.859979,tentative,Tentative,,,,,,,,,
0.597158,sadness,Sadness,,,,,,,,,,,,
0.705895,sadness,Sadness,0.894559,tentative,Tentative,0.632483,analytical,Analytical,,,,,,
0.839007,sadness,Sadness,0.61488,tentative,Tentative,,,,,,,,,
0.683071,joy,Joy,0.526298,confident,Confident,,,,,,,,,
0.668557,sadness,Sadness,0.723523,confident,Confident,0.629711,analytical,Analytical,,,,,,
0.585961,joy,Joy,,,,,,,,,,,,
,,,,,,,,,,,,,,
0.617663,joy,Joy,0.682933,confident,Confident,,,,,,,,,
0.54842,sadness,Sadness,,,,,,,,,,,,
0.606538,joy,Joy,0.964415,confident,Confident,,,,,,,,,
0.576217,anger,Anger,0.779356,tentative,Tentative,,,,,,,,,
0.793706,sadness,Sadness,,,,,,,,,,,,
,,,,,,,,,,,,,,
0.683465,joy,Joy,0.713248,confident,Confident,,,,,,,,,
0.808495,sadness,Sadness,0.51835,tentative,Tentative,0.575634,analytical,Analytical,,,,,,
0.597663,joy,Joy,0.644521,confident,Confident,,,,,,,,,
0.590867,anger,Anger,0.67013,confident,Confident,,,,,,,,,
0.782739,sadness,Sadness,0.703865,confident,Confident,,,,,,,,,
0.619376,anger,Anger,0.544371,tentative,Tentative,,,,,,,,,
0.573408,anger,Anger,0.512968,analytical,Analytical,,,,,,,,,
0.69915,sadness,Sadness,0.785793,tentative,Tentative,,,,,,,,,
0.817135,anger,Anger,0.929633,tentative,Tentative,,,,,,,,,
0.807461,sadness,Sadness,,,,,,,,,,,,
0.922779,tentative,Tentative,,,,,,,,,,,,
0.600615,confident,Confident,,,,,,,,,,,,
0.50218,anger,Anger,0.69597,joy,Joy,0.949202,tentative,Tentative,,,,,,
0.595745,sadness,Sadness,,,,,,,,,,,,
0.834999,sadness,Sadness,0.651512,confident,Confident,0.777188,analytical,Analytical,,,,,,
0.505216,fear,Fear,0.552112,sadness,Sadness,0.599746,tentative,Tentative,,,,,,
0.551101,sadness,Sadness,0.51968,fear,Fear,,,,,,,,,
0.820075,joy,Joy,0.700699,analytical,Analytical,0.720646,tentative,Tentative,,,,,,
0.70409,sadness,Sadness,,,,,,,,,,,,
0.605282,sadness,Sadness,0.66655,tentative,Tentative,0.500095,analytical,Analytical,,,,,,
0.703319,anger,Anger,0.920133,tentative,Tentative,,,,,,,,,
0.602605,tentative,Tentative,,,,,,,,,,,,
0.695691,sadness,Sadness,0.567218,tentative,Tentative,,,,,,,,,
0.551679,joy,Joy,0.551749,anger,Anger,0.649345,sadness,Sadness,0.89498,tentative,Tentative,,,
0.669029,anger,Anger,,,,,,,,,,,,
0.543266,anger,Anger,0.943041,tentative,Tentative,,,,,,,,,
0.621874,anger,Anger,0.913157,tentative,Tentative,,,,,,,,,
0.765873,anger,Anger,,,,,,,,,,,,
0.871098,anger,Anger,0.683968,confident,Confident,,,,,,,,,
0.678531,anger,Anger,,,,,,,,,,,,
0.545011,anger,Anger,,,,,,,,,,,,
0.507814,anger,Anger,,,,,,,,,,,,
0.639118,anger,Anger,,,,,,,,,,,,
0.667822,anger,Anger,0.944845,tentative,Tentative,,,,,,,,,
0.50341,sadness,Sadness,0.50589,tentative,Tentative,,,,,,,,,
0.636864,anger,Anger,0.925402,tentative,Tentative,,,,,,,,,
0.737729,joy,Joy,0.848678,tentative,Tentative,0.511816,analytical,Analytical,,,,,,
0.615996,anger,Anger,0.760641,tentative,Tentative,,,,,,,,,
0.687756,sadness,Sadness,0.691666,tentative,Tentative,,,,,,,,,
0.565961,anger,Anger,,,,,,,,,,,,
0.691064,sadness,Sadness,0.790083,confident,Confident,,,,,,,,,
0.574733,sadness,Sadness,,,,,,,,,,,,
0.705232,joy,Joy,0.778479,confident,Confident,,,,,,,,,
0.517693,anger,Anger,,,,,,,,,,,,
0.580124,joy,Joy,0.830081,confident,Confident,,,,,,,,,
0.679641,anger,Anger,,,,,,,,,,,,
0.606198,joy,Joy,0.938383,tentative,Tentative,,,,,,,,,
0.797382,sadness,Sadness,0.613006,tentative,Tentative,,,,,,,,,
0.636466,sadness,Sadness,,,,,,,,,,,,
0.887226,tentative,Tentative,,,,,,,,,,,,
0.590062,sadness,Sadness,0.645473,tentative,Tentative,,,,,,,,,
0.543041,joy,Joy,0.569769,confident,Confident,,,,,,,,,
0.561192,anger,Anger,,,,,,,,,,,,
0.54106,sadness,Sadness,0.674391,tentative,Tentative,,,,,,,,,
0.731306,sadness,Sadness,0.582893,analytical,Analytical,,,,,,,,,
0.627236,anger,Anger,0.616586,tentative,Tentative,,,,,,,,,
,,,,,,,,,,,,,,
0.505686,anger,Anger,0.504776,tentative,Tentative,,,,,,,,,
0.568195,joy,Joy,0.531931,fear,Fear,,,,,,,,,
0.713845,sadness,Sadness,0.688942,tentative,Tentative,,,,,,,,,
0.666717,sadness,Sadness,0.748375,tentative,Tentative,,,,,,,,,
0.683777,analytical,Analytical,,,,,,,,,,,,
0.662791,anger,Anger,0.663087,fear,Fear,0.60174,sadness,Sadness,0.778165,tentative,Tentative,,,
0.527236,sadness,Sadness,0.675778,analytical,Analytical,0.59773,tentative,Tentative,,,,,,
0.666804,anger,Anger,,,,,,,,,,,,
0.59133,sadness,Sadness,0.699974,tentative,Tentative,,,,,,,,,
0.737379,sadness,Sadness,0.521221,confident,Confident,,,,,,,,,
,,,,,,,,,,,,,,
0.728634,joy,Joy,0.621363,tentative,Tentative,,,,,,,,,
0.691747,sadness,Sadness,0.98934,tentative,Tentative,,,,,,,,,
0.735205,joy,Joy,0.926777,tentative,Tentative,0.528033,analytical,Analytical,,,,,,
0.546021,anger,Anger,,,,,,,,,,,,
0.570783,joy,Joy,0.90675,tentative,Tentative,,,,,,,,,
0.777764,sadness,Sadness,0.7135,tentative,Tentative,,,,,,,,,
0.516972,joy,Joy,0.643598,sadness,Sadness,,,,,,,,,
,,,,,,,,,,,,,,
0.777999,sadness,Sadness,0.551684,confident,Confident,,,,,,,,,
0.622502,sadness,Sadness,0.618966,confident,Confident,0.730843,analytical,Analytical,,,,,,
0.58561,sadness,Sadness,0.730029,tentative,Tentative,0.857706,analytical,Analytical,,,,,,
,,,,,,,,,,,,,,
0.544752,joy,Joy,0.594094,anger,Anger,0.569632,sadness,Sadness,,,,,,
0.662529,anger,Anger,0.588638,fear,Fear,0.616242,sadness,Sadness,,,,,,
0.51168,fear,Fear,0.529036,sadness,Sadness,,,,,,,,,
0.605704,sadness,Sadness,0.528101,fear,Fear,0.680121,tentative,Tentative,,,,,,
0.705466,fear,Fear,,,,,,,,,,,,
0.628903,joy,Joy,,,,,,,,,,,,
0.509771,fear,Fear,0.637988,sadness,Sadness,,,,,,,,,
0.612479,sadness,Sadness,0.912585,tentative,Tentative,,,,,,,,,
,,,,,,,,,,,,,,
0.561685,sadness,Sadness,,,,,,,,,,,,
,,,,,,,,,,,,,,
0.510525,fear,Fear,,,,,,,,,,,,
0.651063,joy,Joy,0.647356,confident,Confident,,,,,,,,,
0.940572,tentative,Tentative,,,,,,,,,,,,
0.552226,sadness,Sadness,,,,,,,,,,,,
0.592984,sadness,Sadness,0.862279,confident,Confident,,,,,,,,,
0.582177,fear,Fear,0.537795,joy,Joy,0.608841,sadness,Sadness,0.752229,tentative,Tentative,,,
0.619222,fear,Fear,0.89694,tentative,Tentative,,,,,,,,,
0.629708,sadness,Sadness,,,,,,,,,,,,
0.57624,sadness,Sadness,0.889879,tentative,Tentative,,,,,,,,,
0.895925,tentative,Tentative,0.546814,analytical,Analytical,,,,,,,,,
0.681936,joy,Joy,0.829865,confident,Confident,0.612712,analytical,Analytical,,,,,,
0.598427,anger,Anger,0.827288,tentative,Tentative,,,,,,,,,
0.59538,confident,Confident,0.559111,analytical,Analytical,,,,,,,,,
,,,,,,,,,,,,,,
0.70937,sadness,Sadness,,,,,,,,,,,,
1,sadness,Sadness,0.517918,confident,Confident,,,,,,,,,
0.702971,confident,Confident,0.646642,analytical,Analytical,,,,,,,,,
0.693975,sadness,Sadness,0.535949,analytical,Analytical,,,,,,,,,
0.670449,sadness,Sadness,0.882708,tentative,Tentative,,,,,,,,,
0.521229,anger,Anger,,,,,,,,,,,,
0.675094,sadness,Sadness,0.960182,tentative,Tentative,,,,,,,,,
0.57407,sadness,Sadness,0.726613,confident,Confident,0.727139,analytical,Analytical,,,,,,
0.531612,sadness,Sadness,,,,,,,,,,,,
0.600179,anger,Anger,0.922811,confident,Confident,,,,,,,,,
0.526895,joy,Joy,,,,,,,,,,,,
0.686274,sadness,Sadness,,,,,,,,,,,,
0.535985,sadness,Sadness,,,,,,,,,,,,
0.949843,tentative,Tentative,0.828881,analytical,Analytical,,,,,,,,,
0.642605,sadness,Sadness,0.622842,tentative,Tentative,,,,,,,,,
0.539659,sadness,Sadness,0.697995,analytical,Analytical,0.823965,tentative,Tentative,,,,,,
0.52016,fear,Fear,0.59896,sadness,Sadness,0.527751,analytical,Analytical,0.541037,tentative,Tentative,,,
0.600952,sadness,Sadness,0.74603,confident,Confident,,,,,,,,,
,,,,,,,,,,,,,,
0.531896,sadness,Sadness,0.686032,confident,Confident,,,,,,,,,
0.708148,confident,Confident,,,,,,,,,,,,
0.578959,joy,Joy,0.746231,tentative,Tentative,,,,,,,,,
0.50354,sadness,Sadness,,,,,,,,,,,,
0.574993,joy,Joy,,,,,,,,,,,,
0.525221,sadness,Sadness,0.725674,confident,Confident,,,,,,,,,
0.61786,fear,Fear,0.76998,tentative,Tentative,,,,,,,,,
0.597602,anger,Anger,0.758915,tentative,Tentative,0.546459,analytical,Analytical,,,,,,
0.860272,tentative,Tentative,,,,,,,,,,,,
0.854166,sadness,Sadness,,,,,,,,,,,,
0.785703,joy,Joy,0.857548,tentative,Tentative,,,,,,,,,
0.657124,sadness,Sadness,0.757543,confident,Confident,,,,,,,,,
0.632017,joy,Joy,0.899539,confident,Confident,,,,,,,,,
0.883742,sadness,Sadness,0.899496,confident,Confident,,,,,,,,,
0.513622,anger,Anger,,,,,,,,,,,,
0.642212,confident,Confident,,,,,,,,,,,,
0.845911,confident,Confident,,,,,,,,,,,,
0.560352,fear,Fear,0.605451,anger,Anger,0.63167,sadness,Sadness,0.758923,tentative,Tentative,,,
0.565154,sadness,Sadness,0.50589,tentative,Tentative,0.672754,analytical,Analytical,,,,,,
0.686032,confident,Confident,0.889055,analytical,Analytical,,,,,,,,,
0.589717,sadness,Sadness,0.547265,anger,Anger,,,,,,,,,
0.60698,sadness,Sadness,,,,,,,,,,,,
0.776028,sadness,Sadness,0.696208,analytical,Analytical,0.828704,tentative,Tentative,,,,,,
0.648895,sadness,Sadness,0.775246,tentative,Tentative,,,,,,,,,
0.547006,sadness,Sadness,,,,,,,,,,,,
0.645474,fear,Fear,0.62281,sadness,Sadness,0.606993,confident,Confident,,,,,,
0.629169,tentative,Tentative,0.706827,analytical,Analytical,,,,,,,,,
0.637502,sadness,Sadness,0.78137,tentative,Tentative,,,,,,,,,
0.533325,sadness,Sadness,,,,,,,,,,,,
0.652424,tentative,Tentative,0.738438,analytical,Analytical,,,,,,,,,
0.688288,tentative,Tentative,,,,,,,,,,,,
0.548186,anger,Anger,0.704144,tentative,Tentative,,,,,,,,,
0.873144,tentative,Tentative,,,,,,,,,,,,
0.945096,tentative,Tentative,,,,,,,,,,,,
0.60963,sadness,Sadness,0.636874,tentative,Tentative,,,,,,,,,
0.533375,joy,Joy,0.529276,sadness,Sadness,,,,,,,,,
0.536194,anger,Anger,0.783224,tentative,Tentative,,,,,,,,,
0.686602,sadness,Sadness,,,,,,,,,,,,
0.507579,sadness,Sadness,0.587179,anger,Anger,0.833261,tentative,Tentative,,,,,,
0.608149,sadness,Sadness,0.654109,tentative,Tentative,,,,,,,,,
,,,,,,,,,,,,,,
0.693351,sadness,Sadness,0.699167,confident,Confident,0.692736,analytical,Analytical,,,,,,
0.651424,anger,Anger,,,,,,,,,,,,
0.722672,tentative,Tentative,,,,,,,,,,,,
0.538386,anger,Anger,,,,,,,,,,,,
0.569193,sadness,Sadness,0.575734,fear,Fear,0.691836,tentative,Tentative,,,,,,
0.687115,sadness,Sadness,0.767087,tentative,Tentative,,,,,,,,,
0.50916,sadness,Sadness,0.984779,tentative,Tentative,,,,,,,,,
,,,,,,,,,,,,,,
0.69472,tentative,Tentative,,,,,,,,,,,,
0.659977,joy,Joy,0.672322,confident,Confident,,,,,,,,,
0.655381,tentative,Tentative,,,,,,,,,,,,
0.610804,sadness,Sadness,,,,,,,,,,,,
0.577731,fear,Fear,0.832951,tentative,Tentative,,,,,,,,,
0.700163,joy,Joy,0.564925,tentative,Tentative,,,,,,,,,
0.8162,sadness,Sadness,,,,,,,,,,,,
0.501888,joy,Joy,0.566066,sadness,Sadness,,,,,,,,,
0.667502,tentative,Tentative,,,,,,,,,,,,
0.680416,sadness,Sadness,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
0.602911,anger,Anger,,,,,,,,,,,,
0.652794,sadness,Sadness,,,,,,,,,,,,
0.589245,anger,Anger,,,,,,,,,,,,
0.73011,anger,Anger,0.522694,tentative,Tentative,,,,,,,,,
0.617083,joy,Joy,,,,,,,,,,,,
0.641921,joy,Joy,0.502832,tentative,Tentative,,,,,,,,,
0.579617,anger,Anger,,,,,,,,,,,,
0.593572,anger,Anger,0.544371,tentative,Tentative,,,,,,,,,
0.502836,joy,Joy,0.85448,confident,Confident,,,,,,,,,
0.648382,joy,Joy,0.626923,tentative,Tentative,,,,,,,,,
0.71005,anger,Anger,0.66031,joy,Joy,0.71674,sadness,Sadness,,,,,,
0.888699,sadness,Sadness,0.648548,analytical,Analytical,,,,,,,,,
0.55795,tentative,Tentative,,,,,,,,,,,,
0.692007,sadness,Sadness,0.63063,confident,Confident,,,,,,,,,
0.62344,sadness,Sadness,0.660039,tentative,Tentative,,,,,,,,,
0.717531,anger,Anger,,,,,,,,,,,,
0.873601,tentative,Tentative,,,,,,,,,,,,
0.831016,joy,Joy,,,,,,,,,,,,
0.50464,joy,Joy,0.708152,tentative,Tentative,,,,,,,,,
0.852597,tentative,Tentative,,,,,,,,,,,,
0.655928,tentative,Tentative,,,,,,,,,,,,
0.619938,tentative,Tentative,,,,,,,,,,,,
0.679268,sadness,Sadness,,,,,,,,,,,,
0.508847,anger,Anger,0.605085,sadness,Sadness,0.746791,tentative,Tentative,,,,,,
0.682278,tentative,Tentative,,,,,,,,,,,,
0.624746,sadness,Sadness,,,,,,,,,,,,
0.686763,confident,Confident,,,,,,,,,,,,
0.51594,anger,Anger,0.52701,sadness,Sadness,,,,,,,,,
0.917765,tentative,Tentative,,,,,,,,,,,,
0.68172,sadness,Sadness,,,,,,,,,,,,
0.898942,sadness,Sadness,0.657376,tentative,Tentative,,,,,,,,,
0.524449,joy,Joy,0.911356,tentative,Tentative,0.710415,analytical,Analytical,,,,,,
0.743385,tentative,Tentative,,,,,,,,,,,,
0.860008,joy,Joy,0.769538,confident,Confident,,,,,,,,,
0.572333,sadness,Sadness,0.931641,confident,Confident,,,,,,,,,
0.742747,sadness,Sadness,0.866687,tentative,Tentative,,,,,,,,,
,,,,,,,,,,,,,,
0.643276,fear,Fear,0.924137,tentative,Tentative,,,,,,,,,
,,,,,,,,,,,,,,
0.675314,sadness,Sadness,,,,,,,,,,,,
0.936899,tentative,Tentative,,,,,,,,,,,,
0.731457,joy,Joy,,,,,,,,,,,,
0.664277,sadness,Sadness,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
0.664566,sadness,Sadness,0.837106,analytical,Analytical,0.94148,tentative,Tentative,,,,,,
0.519329,joy,Joy,0.647356,confident,Confident,,,,,,,,,
0.514778,sadness,Sadness,0.611114,tentative,Tentative,,,,,,,,,
0.698732,sadness,Sadness,0.693823,tentative,Tentative,,,,,,,,,
0.994704,tentative,Tentative,,,,,,,,,,,,
0.83743,joy,Joy,0.884225,confident,Confident,,,,,,,,,
0.652617,fear,Fear,0.632951,sadness,Sadness,,,,,,,,,
0.7756,sadness,Sadness,0.673924,tentative,Tentative,,,,,,,,,
0.603134,sadness,Sadness,0.826094,tentative,Tentative,,,,,,,,,
0.525138,joy,Joy,0.708796,confident,Confident,,,,,,,,,
0.624909,anger,Anger,,,,,,,,,,,,
0.636667,analytical,Analytical,,,,,,,,,,,,
,,,,,,,,,,,,,,
0.72208,tentative,Tentative,,,,,,,,,,,,
0.82576,tentative,Tentative,,,,,,,,,,,,
0.59953,anger,Anger,0.735319,tentative,Tentative,,,,,,,,,
0.561415,joy,Joy,,,,,,,,,,,,
0.598772,sadness,Sadness,0.874179,tentative,Tentative,,,,,,,,,
