ranking,album,artist,date,,
50,paramore,paramore,7/12/2014,,
54,paramore,paramore,6/21/2014,,
57,paramore,paramore,6/15/2013,,
59,paramore,paramore,5/25/2013,,
62,paramore,paramore,5/24/2014,,
65,paramore,paramore,6/1/2013,,
66,paramore,paramore,5/23/2015,,
67,paramore,paramore,7/5/2014,,
70,paramore,paramore,6/28/2014,,
73,paramore,paramore,6/8/2013,,
74,paramore,paramore,6/22/2013,,
75,paramore,paramore,8/9/2014,,
82,paramore,paramore,8/2/2014,,
83,paramore,paramore,5/31/2014,,
83,paramore,paramore,5/17/2014,,
83,paramore,paramore,5/10/2014,,
87,paramore,paramore,7/19/2014,,
88,paramore,paramore,9/7/2013,,
88,paramore,paramore,8/31/2013,,
95,paramore,paramore,8/24/2013,,
95,paramore,paramore,8/10/2013,,
96,paramore,paramore,5/3/2014,,
97,paramore,paramore,12/13/2014,,
98,paramore,paramore,4/5/2014,,
99,paramore,paramore,12/14/2013,,
106,paramore,paramore,7/27/2013,,
108,paramore,paramore,8/17/2013,,
109,paramore,paramore,3/29/2014,,
109,paramore,paramore,1/11/2014,,
110,paramore,paramore,9/14/2013,,
111,paramore,paramore,8/3/2013,,
112,paramore,paramore,7/20/2013,,
113,paramore,paramore,3/22/2014,,
113,paramore,paramore,11/9/2013,,
115,paramore,paramore,7/6/2013,,
116,paramore,paramore,7/26/2014,,
121,paramore,paramore,9/21/2013,,
122,paramore,paramore,4/12/2014,,
122,paramore,paramore,1/18/2014,,
124,paramore,paramore,4/26/2014,,
124,paramore,paramore,6/29/2013,,
125,paramore,paramore,8/16/2014,,
125,paramore,paramore,10/19/2013,,
128,paramore,paramore,9/28/2013,,
130,paramore,paramore,1/17/2015,,
133,paramore,paramore,4/19/2014,,
136,paramore,paramore,7/13/2013,,
138,paramore,paramore,10/12/2013,,
139,paramore,paramore,1/4/2014,,
139,paramore,paramore,10/26/2013,,
139,paramore,paramore,10/5/2013,,
145,paramore,paramore,11/2/2013,,
147,paramore,paramore,11/23/2013,,
150,paramore,paramore,2/15/2014,,
151,paramore,paramore,1/24/2015,,
151,paramore,paramore,1/10/2015,,
158,paramore,paramore,11/16/2013,,
166,paramore,paramore,2/8/2014,,
182,paramore,paramore,1/25/2014,,
184,paramore,paramore,9/13/2014,,
185,paramore,paramore,2/21/2015,,
186,paramore,paramore,8/23/2014,,
187,paramore,paramore,9/20/2014,,
188,paramore,paramore,8/30/2014,,
192,paramore,paramore,3/15/2014,,
193,paramore,paramore,2/1/2014,,
194,paramore,paramore,5/30/2015,,
196,paramore,paramore,11/30/2013,,
197,paramore,paramore,12/21/2013,,
198,paramore,paramore,2/28/2015,,
61,pump up the valuum,nofx,7/1/2000,,
89,pump up the valuum,nofx,7/8/2000,,
125,pump up the valuum,nofx,7/15/2000,,
150,pump up the valuum,nofx,7/22/2000,,
174,pump up the valuum,nofx,7/29/2000,,
183,pump up the valuum,nofx,8/5/2000,,
64,remains,alkaline trio,2/17/2007,,
169,remains,alkaline trio,2/24/2007,,
50,rented world,the menzingers,5/10/2014,,
25,resurrection,new found glory,10/25/2014,,
176,resurrection,new found glory,11/1/2014,,
1,revolution radio,green day,10/29/2016,,
10,revolution radio,green day,11/5/2016,,
41,revolution radio,green day,11/12/2016,,
75,revolution radio,green day,1/28/2017,,
76,revolution radio,green day,12/10/2016,,
79,revolution radio,green day,11/26/2016,,
92,revolution radio,green day,11/19/2016,,
94,revolution radio,green day,12/17/2016,,
109,revolution radio,green day,12/3/2016,,
133,revolution radio,green day,2/18/2017,,
141,revolution radio,green day,1/14/2017,,
144,revolution radio,green day,1/7/2017,,
160,revolution radio,green day,2/4/2017,,
177,revolution radio,green day,12/31/2016,,
186,revolution radio,green day,12/24/2016,,
15,riot!,paramore,9/1/2007,,
10,"rise and fall, rage and grace",the offspring,7/5/2008,,
23,"rise and fall, rage and grace",the offspring,7/12/2008,,
38,"rise and fall, rage and grace",the offspring,7/19/2008,,
49,"rise and fall, rage and grace",the offspring,7/26/2008,,
66,"rise and fall, rage and grace",the offspring,8/2/2008,,
78,"rise and fall, rage and grace",the offspring,8/9/2008,,
96,"rise and fall, rage and grace",the offspring,8/16/2008,,
110,"rise and fall, rage and grace",the offspring,8/30/2008,,
118,"rise and fall, rage and grace",the offspring,8/23/2008,,
119,"rise and fall, rage and grace",the offspring,9/6/2008,,
120,"rise and fall, rage and grace",the offspring,10/25/2008,,
122,"rise and fall, rage and grace",the offspring,9/13/2008,,
126,"rise and fall, rage and grace",the offspring,9/20/2008,,
135,"rise and fall, rage and grace",the offspring,9/27/2008,,
142,"rise and fall, rage and grace",the offspring,10/11/2008,,
148,"rise and fall, rage and grace",the offspring,10/4/2008,,
149,"rise and fall, rage and grace",the offspring,11/8/2008,,
151,"rise and fall, rage and grace",the offspring,1/24/2009,,
151,"rise and fall, rage and grace",the offspring,11/1/2008,,
152,"rise and fall, rage and grace",the offspring,1/31/2009,,
157,"rise and fall, rage and grace",the offspring,1/17/2009,,
158,"rise and fall, rage and grace",the offspring,11/15/2008,,
159,"rise and fall, rage and grace",the offspring,2/7/2009,,
161,"rise and fall, rage and grace",the offspring,11/22/2008,,
163,"rise and fall, rage and grace",the offspring,10/18/2008,,
174,"rise and fall, rage and grace",the offspring,1/10/2009,,
186,"rise and fall, rage and grace",the offspring,1/3/2009,,
186,"rise and fall, rage and grace",the offspring,11/29/2008,,
191,"rise and fall, rage and grace",the offspring,2/14/2009,,
192,"rise and fall, rage and grace",the offspring,12/6/2008,,
1,save rock and roll,fall out boy,5/4/2013,,
5,save rock and roll,fall out boy,5/11/2013,,
11,save rock and roll,fall out boy,5/18/2013,,
21,save rock and roll,fall out boy,5/25/2013,,
22,save rock and roll,fall out boy,6/1/2013,,
26,save rock and roll,fall out boy,6/29/2013,,
26,save rock and roll,fall out boy,6/8/2013,,
29,save rock and roll,fall out boy,7/13/2013,,
31,save rock and roll,fall out boy,7/20/2013,,
32,save rock and roll,fall out boy,6/22/2013,,
33,save rock and roll,fall out boy,7/6/2013,,
34,save rock and roll,fall out boy,1/18/2014,,
34,save rock and roll,fall out boy,8/3/2013,,
36,save rock and roll,fall out boy,1/25/2014,,
36,save rock and roll,fall out boy,1/11/2014,,
36,save rock and roll,fall out boy,6/15/2013,,
39,save rock and roll,fall out boy,7/27/2013,,
47,save rock and roll,fall out boy,9/7/2013,,
48,save rock and roll,fall out boy,2/1/2014,,
48,save rock and roll,fall out boy,12/14/2013,,
48,save rock and roll,fall out boy,8/10/2013,,
49,save rock and roll,fall out boy,2/7/2015,,
50,save rock and roll,fall out boy,3/1/2014,,
55,save rock and roll,fall out boy,1/17/2015,,
56,save rock and roll,fall out boy,1/10/2015,,
57,save rock and roll,fall out boy,9/14/2013,,
59,save rock and roll,fall out boy,9/21/2013,,
60,save rock and roll,fall out boy,11/2/2013,,
61,save rock and roll,fall out boy,1/31/2015,,
62,save rock and roll,fall out boy,1/24/2015,,
67,save rock and roll,fall out boy,2/22/2014,,
67,save rock and roll,fall out boy,2/8/2014,,
70,save rock and roll,fall out boy,8/24/2013,,
71,save rock and roll,fall out boy,8/31/2013,,
72,save rock and roll,fall out boy,2/14/2015,,
74,save rock and roll,fall out boy,8/17/2013,,
76,save rock and roll,fall out boy,3/28/2015,,
76,save rock and roll,fall out boy,2/15/2014,,
79,save rock and roll,fall out boy,3/21/2015,,
80,save rock and roll,fall out boy,3/8/2014,,
81,save rock and roll,fall out boy,8/9/2014,,
86,save rock and roll,fall out boy,11/16/2013,,
86,save rock and roll,fall out boy,11/9/2013,,
86,save rock and roll,fall out boy,9/28/2013,,
87,save rock and roll,fall out boy,3/7/2015,,
89,save rock and roll,fall out boy,12/13/2014,,
92,save rock and roll,fall out boy,6/21/2014,,
95,save rock and roll,fall out boy,4/4/2015,,
95,save rock and roll,fall out boy,8/30/2014,,
96,save rock and roll,fall out boy,1/16/2016,,
96,save rock and roll,fall out boy,3/15/2014,,
97,save rock and roll,fall out boy,12/21/2013,,
98,save rock and roll,fall out boy,3/14/2015,,
98,save rock and roll,fall out boy,2/21/2015,,
99,save rock and roll,fall out boy,10/5/2013,,
100,save rock and roll,fall out boy,4/18/2015,,
101,save rock and roll,fall out boy,6/13/2015,,
102,save rock and roll,fall out boy,4/25/2015,,
103,save rock and roll,fall out boy,10/26/2013,,
104,save rock and roll,fall out boy,9/27/2014,,
104,save rock and roll,fall out boy,8/16/2014,,
104,save rock and roll,fall out boy,1/4/2014,,
105,save rock and roll,fall out boy,8/15/2015,,
105,save rock and roll,fall out boy,6/27/2015,,
105,save rock and roll,fall out boy,9/6/2014,,
107,save rock and roll,fall out boy,10/11/2014,,
107,save rock and roll,fall out boy,8/2/2014,,
108,save rock and roll,fall out boy,8/23/2014,,
109,save rock and roll,fall out boy,7/12/2014,,
110,save rock and roll,fall out boy,7/11/2015,,
110,save rock and roll,fall out boy,6/20/2015,,
111,save rock and roll,fall out boy,2/28/2015,,
112,save rock and roll,fall out boy,4/11/2015,,
112,save rock and roll,fall out boy,7/5/2014,,
113,save rock and roll,fall out boy,8/1/2015,,
114,save rock and roll,fall out boy,8/22/2015,,
114,save rock and roll,fall out boy,3/29/2014,,
114,save rock and roll,fall out boy,3/22/2014,,
115,save rock and roll,fall out boy,7/25/2015,,
115,save rock and roll,fall out boy,7/26/2014,,
116,save rock and roll,fall out boy,12/28/2013,,
116,save rock and roll,fall out boy,10/12/2013,,
117,save rock and roll,fall out boy,6/6/2015,,
117,save rock and roll,fall out boy,10/19/2013,,
119,save rock and roll,fall out boy,7/18/2015,,
119,save rock and roll,fall out boy,9/20/2014,,
120,save rock and roll,fall out boy,9/5/2015,,
120,save rock and roll,fall out boy,5/2/2015,,
120,save rock and roll,fall out boy,10/4/2014,,
120,save rock and roll,fall out boy,9/13/2014,,
121,save rock and roll,fall out boy,8/8/2015,,
121,save rock and roll,fall out boy,7/19/2014,,
121,save rock and roll,fall out boy,6/28/2014,,
122,save rock and roll,fall out boy,8/29/2015,,
122,save rock and roll,fall out boy,5/30/2015,,
122,save rock and roll,fall out boy,10/18/2014,,
123,save rock and roll,fall out boy,7/4/2015,,
123,save rock and roll,fall out boy,5/16/2015,,
123,save rock and roll,fall out boy,6/14/2014,,
124,save rock and roll,fall out boy,1/3/2015,,
125,save rock and roll,fall out boy,9/12/2015,,
128,save rock and roll,fall out boy,5/9/2015,,
128,save rock and roll,fall out boy,11/29/2014,,
129,save rock and roll,fall out boy,11/23/2013,,
131,save rock and roll,fall out boy,3/26/2016,,
131,save rock and roll,fall out boy,5/17/2014,,
132,save rock and roll,fall out boy,1/23/2016,,
132,save rock and roll,fall out boy,4/12/2014,,
133,save rock and roll,fall out boy,9/19/2015,,
133,save rock and roll,fall out boy,5/23/2015,,
134,save rock and roll,fall out boy,6/7/2014,,
139,save rock and roll,fall out boy,4/5/2014,,
141,save rock and roll,fall out boy,11/14/2015,,
142,save rock and roll,fall out boy,9/26/2015,,
142,save rock and roll,fall out boy,5/3/2014,,
142,save rock and roll,fall out boy,11/30/2013,,
146,save rock and roll,fall out boy,12/7/2013,,
147,save rock and roll,fall out boy,5/10/2014,,
148,save rock and roll,fall out boy,10/3/2015,,
150,save rock and roll,fall out boy,4/16/2016,,
156,save rock and roll,fall out boy,11/7/2015,,
157,save rock and roll,fall out boy,10/31/2015,,
158,save rock and roll,fall out boy,12/20/2014,,
158,save rock and roll,fall out boy,12/6/2014,,
159,save rock and roll,fall out boy,1/30/2016,,
160,save rock and roll,fall out boy,10/17/2015,,
160,save rock and roll,fall out boy,10/10/2015,,
163,save rock and roll,fall out boy,10/24/2015,,
163,save rock and roll,fall out boy,12/27/2014,,
167,save rock and roll,fall out boy,4/26/2014,,
168,save rock and roll,fall out boy,4/9/2016,,
172,save rock and roll,fall out boy,4/19/2014,,
173,save rock and roll,fall out boy,4/2/2016,,
173,save rock and roll,fall out boy,11/1/2014,,
175,save rock and roll,fall out boy,11/8/2014,,
176,save rock and roll,fall out boy,3/19/2016,,
178,save rock and roll,fall out boy,2/6/2016,,
180,save rock and roll,fall out boy,10/25/2014,,
183,save rock and roll,fall out boy,11/21/2015,,
184,save rock and roll,fall out boy,2/13/2016,,
185,save rock and roll,fall out boy,11/28/2015,,
187,save rock and roll,fall out boy,5/31/2014,,
188,save rock and roll,fall out boy,11/22/2014,,
190,save rock and roll,fall out boy,5/24/2014,,
192,save rock and roll,fall out boy,2/20/2016,,
194,save rock and roll,fall out boy,4/23/2016,,
194,save rock and roll,fall out boy,3/5/2016,,
195,save rock and roll,fall out boy,1/9/2016,,
198,save rock and roll,fall out boy,3/12/2016,,
31,screaming bloody murder,sum 41,4/16/2011,,
176,screaming bloody murder,sum 41,4/23/2011,,
76,secret weapon,mxpx,8/4/2007,,
184,secret weapon,mxpx,8/11/2007,,
42,self entitled,nofx,9/29/2012,,
14,simple plan,simple plan,3/1/2008,,
51,simple plan,simple plan,3/8/2008,,
80,simple plan,simple plan,3/15/2008,,
112,simple plan,simple plan,3/22/2008,,
120,simple plan,simple plan,4/5/2008,,
134,simple plan,simple plan,3/29/2008,,
160,simple plan,simple plan,4/12/2008,,
183,simple plan,simple plan,5/3/2008,,
157,simplicity,the bouncing souls,8/20/2016,,
5,sing the sorrow,afi,3/29/2003,,
18,sing the sorrow,afi,4/5/2003,,
28,sing the sorrow,afi,4/12/2003,,
29,sing the sorrow,afi,4/19/2003,,
31,sing the sorrow,afi,5/10/2003,,
39,sing the sorrow,afi,5/3/2003,,
42,sing the sorrow,afi,4/26/2003,,
44,sing the sorrow,afi,5/17/2003,,
50,sing the sorrow,afi,5/24/2003,,
54,sing the sorrow,afi,5/31/2003,,
60,sing the sorrow,afi,6/7/2003,,
67,sing the sorrow,afi,9/20/2003,,
71,sing the sorrow,afi,6/14/2003,,
73,sing the sorrow,afi,6/21/2003,,
76,sing the sorrow,afi,9/13/2003,,
81,sing the sorrow,afi,7/5/2003,,
82,sing the sorrow,afi,8/2/2003,,
83,sing the sorrow,afi,8/23/2003,,
83,sing the sorrow,afi,7/26/2003,,
84,sing the sorrow,afi,8/30/2003,,
85,sing the sorrow,afi,9/6/2003,,
89,sing the sorrow,afi,8/16/2003,,
89,sing the sorrow,afi,6/28/2003,,
90,sing the sorrow,afi,8/9/2003,,
90,sing the sorrow,afi,7/12/2003,,
97,sing the sorrow,afi,9/27/2003,,
97,sing the sorrow,afi,7/19/2003,,
110,sing the sorrow,afi,10/4/2003,,
123,sing the sorrow,afi,10/11/2003,,
124,sing the sorrow,afi,4/3/2004,,
126,sing the sorrow,afi,3/6/2004,,
128,sing the sorrow,afi,2/21/2004,,
128,sing the sorrow,afi,10/18/2003,,
132,sing the sorrow,afi,3/20/2004,,
134,sing the sorrow,afi,4/10/2004,,
138,sing the sorrow,afi,3/13/2004,,
139,sing the sorrow,afi,3/27/2004,,
141,sing the sorrow,afi,4/17/2004,,
144,sing the sorrow,afi,5/1/2004,,
144,sing the sorrow,afi,2/7/2004,,
144,sing the sorrow,afi,1/17/2004,,
150,sing the sorrow,afi,2/28/2004,,
151,sing the sorrow,afi,2/14/2004,,
151,sing the sorrow,afi,1/31/2004,,
152,sing the sorrow,afi,10/25/2003,,
153,sing the sorrow,afi,4/24/2004,,
163,sing the sorrow,afi,1/24/2004,,
169,sing the sorrow,afi,1/10/2004,,
174,sing the sorrow,afi,5/8/2004,,
181,sing the sorrow,afi,11/1/2003,,
186,sing the sorrow,afi,5/15/2004,,
18,sister cities,the wonder years,4/21/2018,,
99,slowly going the way of the buffalo,mxpx,7/4/1998,,
120,slowly going the way of the buffalo,mxpx,7/11/1998,,
156,slowly going the way of the buffalo,mxpx,7/18/1998,,
166,slowly going the way of the buffalo,mxpx,7/25/1998,,
191,slowly going the way of the buffalo,mxpx,8/22/1998,,
193,slowly going the way of the buffalo,mxpx,8/1/1998,,
195,slowly going the way of the buffalo,mxpx,8/15/1998,,
4,smash,the offspring,11/12/1994,,
4,smash,the offspring,10/29/1994,,
5,smash,the offspring,12/3/1994,,
5,smash,the offspring,11/19/1994,,
5,smash,the offspring,11/5/1994,,
5,smash,the offspring,10/22/1994,,
6,smash,the offspring,1/28/1995,,
6,smash,the offspring,1/21/1995,,
6,smash,the offspring,1/14/1995,,
6,smash,the offspring,12/10/1994,,
6,smash,the offspring,11/26/1994,,
6,smash,the offspring,9/24/1994,,
7,smash,the offspring,12/17/1994,,
7,smash,the offspring,10/15/1994,,
7,smash,the offspring,10/8/1994,,
7,smash,the offspring,10/1/1994,,
9,smash,the offspring,2/4/1995,,
9,smash,the offspring,1/7/1995,,
9,smash,the offspring,1/7/1995,,
9,smash,the offspring,12/31/1994,,
9,smash,the offspring,9/10/1994,,
10,smash,the offspring,2/25/1995,,
10,smash,the offspring,12/24/1994,,
10,smash,the offspring,9/3/1994,,
11,smash,the offspring,2/11/1995,,
11,smash,the offspring,9/17/1994,,
11,smash,the offspring,8/27/1994,,
11,smash,the offspring,8/20/1994,,
12,smash,the offspring,3/11/1995,,
12,smash,the offspring,2/18/1995,,
13,smash,the offspring,3/18/1995,,
13,smash,the offspring,3/4/1995,,
14,smash,the offspring,3/25/1995,,
14,smash,the offspring,8/13/1994,,
16,smash,the offspring,4/1/1995,,
16,smash,the offspring,8/6/1994,,
18,smash,the offspring,4/8/1995,,
20,smash,the offspring,4/15/1995,,
20,smash,the offspring,7/30/1994,,
21,smash,the offspring,4/29/1995,,
22,smash,the offspring,5/6/1995,,
22,smash,the offspring,4/22/1995,,
24,smash,the offspring,5/13/1995,,
26,smash,the offspring,5/20/1995,,
30,smash,the offspring,6/10/1995,,
30,smash,the offspring,6/3/1995,,
30,smash,the offspring,5/27/1995,,
32,smash,the offspring,6/17/1995,,
32,smash,the offspring,7/23/1994,,
35,smash,the offspring,6/24/1995,,
36,smash,the offspring,7/16/1994,,
38,smash,the offspring,7/8/1995,,
39,smash,the offspring,7/1/1995,,
44,smash,the offspring,7/29/1995,,
44,smash,the offspring,7/22/1995,,
45,smash,the offspring,7/15/1995,,
46,smash,the offspring,7/9/1994,,
53,smash,the offspring,8/5/1995,,
54,smash,the offspring,8/12/1995,,
54,smash,the offspring,7/2/1994,,
60,smash,the offspring,8/19/1995,,
63,smash,the offspring,8/26/1995,,
64,smash,the offspring,9/2/1995,,
65,smash,the offspring,9/9/1995,,
71,smash,the offspring,9/16/1995,,
74,smash,the offspring,9/23/1995,,
87,smash,the offspring,10/7/1995,,
88,smash,the offspring,9/30/1995,,
89,smash,the offspring,6/25/1994,,
98,smash,the offspring,10/14/1995,,
107,smash,the offspring,1/13/1996,,
114,smash,the offspring,10/28/1995,,
115,smash,the offspring,10/21/1995,,
116,smash,the offspring,6/18/1994,,
120,smash,the offspring,1/20/1996,,
120,smash,the offspring,11/4/1995,,
134,smash,the offspring,1/27/1996,,
135,smash,the offspring,11/18/1995,,
135,smash,the offspring,11/11/1995,,
136,smash,the offspring,2/3/1996,,
141,smash,the offspring,11/25/1995,,
150,smash,the offspring,2/10/1996,,
152,smash,the offspring,1/6/1996,,
152,smash,the offspring,1/6/1996,,
152,smash,the offspring,12/30/1995,,
155,smash,the offspring,12/16/1995,,
157,smash,the offspring,12/9/1995,,
157,smash,the offspring,6/11/1994,,
159,smash,the offspring,2/17/1996,,
160,smash,the offspring,12/2/1995,,
161,smash,the offspring,12/23/1995,,
165,smash,the offspring,3/23/1996,,
166,smash,the offspring,3/9/1996,,
168,smash,the offspring,3/30/1996,,
171,smash,the offspring,2/24/1996,,
172,smash,the offspring,3/16/1996,,
174,smash,the offspring,3/2/1996,,
175,smash,the offspring,4/27/1996,,
179,smash,the offspring,4/20/1996,,
187,smash,the offspring,6/4/1994,,
190,smash,the offspring,5/4/1996,,
190,smash,the offspring,4/13/1996,,
192,smash,the offspring,4/6/1996,,
79,so long and thanks for all the shoes,nofx,11/29/1997,,
24,"so long, astoria",the ataris,3/22/2003,,
48,"so long, astoria",the ataris,3/29/2003,,
59,"so long, astoria",the ataris,9/20/2003,,
60,"so long, astoria",the ataris,4/5/2003,,
61,"so long, astoria",the ataris,4/12/2003,,
62,"so long, astoria",the ataris,9/6/2003,,
62,"so long, astoria",the ataris,8/30/2003,,
63,"so long, astoria",the ataris,9/13/2003,,
65,"so long, astoria",the ataris,8/9/2003,,
65,"so long, astoria",the ataris,8/2/2003,,
66,"so long, astoria",the ataris,5/3/2003,,
69,"so long, astoria",the ataris,8/16/2003,,
69,"so long, astoria",the ataris,4/19/2003,,
71,"so long, astoria",the ataris,8/23/2003,,
74,"so long, astoria",the ataris,5/10/2003,,
76,"so long, astoria",the ataris,10/4/2003,,
77,"so long, astoria",the ataris,4/26/2003,,
78,"so long, astoria",the ataris,9/27/2003,,
79,"so long, astoria",the ataris,7/26/2003,,
82,"so long, astoria",the ataris,10/11/2003,,
91,"so long, astoria",the ataris,5/17/2003,,
100,"so long, astoria",the ataris,7/12/2003,,
102,"so long, astoria",the ataris,7/19/2003,,
104,"so long, astoria",the ataris,7/5/2003,,
108,"so long, astoria",the ataris,5/31/2003,,
109,"so long, astoria",the ataris,10/18/2003,,
118,"so long, astoria",the ataris,6/21/2003,,
119,"so long, astoria",the ataris,6/14/2003,,
120,"so long, astoria",the ataris,5/24/2003,,
122,"so long, astoria",the ataris,10/25/2003,,
128,"so long, astoria",the ataris,6/7/2003,,
131,"so long, astoria",the ataris,6/28/2003,,
142,"so long, astoria",the ataris,11/1/2003,,
184,"so long, astoria",the ataris,11/8/2003,,
187,"so long, astoria",the ataris,1/17/2004,,
189,"so long, astoria",the ataris,11/15/2003,,
62,"so wrong, it's right",all time low,10/13/2007,,
67,sound the alarm,saves the day,4/29/2006,,
133,sound the alarm,saves the day,5/6/2006,,
197,sound the alarm,saves the day,5/13/2006,,
1,sounds good feels good,5 seconds of summer,11/14/2015,,
7,sounds good feels good,5 seconds of summer,11/21/2015,,
26,sounds good feels good,5 seconds of summer,11/28/2015,,
35,sounds good feels good,5 seconds of summer,12/19/2015,,
39,sounds good feels good,5 seconds of summer,12/5/2015,,
41,sounds good feels good,5 seconds of summer,1/16/2016,,
45,sounds good feels good,5 seconds of summer,12/12/2015,,
50,sounds good feels good,5 seconds of summer,1/9/2016,,
57,sounds good feels good,5 seconds of summer,1/2/2016,,
61,sounds good feels good,5 seconds of summer,1/23/2016,,
67,sounds good feels good,5 seconds of summer,12/26/2015,,
101,sounds good feels good,5 seconds of summer,1/30/2016,,
129,sounds good feels good,5 seconds of summer,2/6/2016,,
176,sounds good feels good,5 seconds of summer,2/13/2016,,
10,southern air,yellowcard,9/1/2012,,
89,southern air,yellowcard,9/8/2012,,
162,southern air,yellowcard,9/22/2012,,
30,splinter,the offspring,12/27/2003,,
41,splinter,the offspring,1/17/2004,,
52,splinter,the offspring,1/24/2004,,
54,splinter,the offspring,1/31/2004,,
58,splinter,the offspring,1/10/2004,,
59,splinter,the offspring,1/3/2004,,
63,splinter,the offspring,2/7/2004,,
71,splinter,the offspring,2/14/2004,,
88,splinter,the offspring,2/21/2004,,
96,splinter,the offspring,3/6/2004,,
103,splinter,the offspring,2/28/2004,,
116,splinter,the offspring,3/13/2004,,
120,splinter,the offspring,4/3/2004,,
122,splinter,the offspring,3/20/2004,,
127,splinter,the offspring,3/27/2004,,
149,splinter,the offspring,4/10/2004,,
165,splinter,the offspring,4/17/2004,,
168,splinter,the offspring,5/1/2004,,
171,splinter,the offspring,4/24/2004,,
177,splinter,the offspring,5/8/2004,,
189,splinter,the offspring,5/15/2004,,
100,stay what you are,saves the day,7/28/2001,,
172,stay what you are,saves the day,8/4/2001,,
4,sticks and stones,new found glory,6/29/2002,,
25,sticks and stones,new found glory,7/6/2002,,
30,sticks and stones,new found glory,7/13/2002,,
37,sticks and stones,new found glory,7/27/2002,,
39,sticks and stones,new found glory,7/20/2002,,
47,sticks and stones,new found glory,8/3/2002,,
49,sticks and stones,new found glory,8/10/2002,,
51,sticks and stones,new found glory,8/31/2002,,
54,sticks and stones,new found glory,9/21/2002,,
57,sticks and stones,new found glory,9/7/2002,,
59,sticks and stones,new found glory,8/24/2002,,
60,sticks and stones,new found glory,8/17/2002,,
67,sticks and stones,new found glory,9/14/2002,,
82,sticks and stones,new found glory,10/5/2002,,
87,sticks and stones,new found glory,9/28/2002,,
95,sticks and stones,new found glory,10/12/2002,,
99,sticks and stones,new found glory,10/19/2002,,
102,sticks and stones,new found glory,2/1/2003,,
102,sticks and stones,new found glory,10/26/2002,,
104,sticks and stones,new found glory,1/18/2003,,
117,sticks and stones,new found glory,12/14/2002,,
118,sticks and stones,new found glory,2/8/2003,,
118,sticks and stones,new found glory,1/11/2003,,
119,sticks and stones,new found glory,11/2/2002,,
122,sticks and stones,new found glory,1/25/2003,,
132,sticks and stones,new found glory,12/21/2002,,
134,sticks and stones,new found glory,1/4/2003,,
135,sticks and stones,new found glory,11/9/2002,,
138,sticks and stones,new found glory,12/28/2002,,
148,sticks and stones,new found glory,2/15/2003,,
155,sticks and stones,new found glory,11/16/2002,,
169,sticks and stones,new found glory,11/23/2002,,
171,sticks and stones,new found glory,11/30/2002,,
172,sticks and stones,new found glory,2/22/2003,,
184,sticks and stones,new found glory,12/7/2002,,
190,sticks and stones,new found glory,3/8/2003,,
196,sticks and stones,new found glory,3/1/2003,,
200,sticks and stones,new found glory,5/3/2003,,
200,sticks and stones,new found glory,3/15/2003,,
3,still not getting any...,simple plan,11/13/2004,,
11,still not getting any...,simple plan,11/20/2004,,
20,still not getting any...,simple plan,11/27/2004,,
25,still not getting any...,simple plan,1/15/2005,,
26,still not getting any...,simple plan,12/11/2004,,
28,still not getting any...,simple plan,12/4/2004,,
34,still not getting any...,simple plan,1/22/2005,,
35,still not getting any...,simple plan,1/29/2005,,
35,still not getting any...,simple plan,1/8/2005,,
36,still not getting any...,simple plan,12/18/2004,,
39,still not getting any...,simple plan,2/5/2005,,
39,still not getting any...,simple plan,1/1/2005,,
41,still not getting any...,simple plan,12/25/2004,,
54,still not getting any...,simple plan,2/12/2005,,
56,still not getting any...,simple plan,2/19/2005,,
62,still not getting any...,simple plan,3/12/2005,,
62,still not getting any...,simple plan,2/26/2005,,
65,still not getting any...,simple plan,8/6/2005,,
65,still not getting any...,simple plan,3/5/2005,,
69,still not getting any...,simple plan,7/30/2005,,
70,still not getting any...,simple plan,7/23/2005,,
72,still not getting any...,simple plan,5/7/2005,,
72,still not getting any...,simple plan,4/9/2005,,
73,still not getting any...,simple plan,8/13/2005,,
73,still not getting any...,simple plan,3/26/2005,,
74,still not getting any...,simple plan,4/23/2005,,
75,still not getting any...,simple plan,3/19/2005,,
77,still not getting any...,simple plan,7/9/2005,,
77,still not getting any...,simple plan,5/28/2005,,
77,still not getting any...,simple plan,4/30/2005,,
79,still not getting any...,simple plan,4/2/2005,,
80,still not getting any...,simple plan,9/3/2005,,
80,still not getting any...,simple plan,6/4/2005,,
80,still not getting any...,simple plan,5/14/2005,,
81,still not getting any...,simple plan,8/20/2005,,
81,still not getting any...,simple plan,6/11/2005,,
82,still not getting any...,simple plan,4/16/2005,,
83,still not getting any...,simple plan,7/16/2005,,
83,still not getting any...,simple plan,6/18/2005,,
87,still not getting any...,simple plan,8/27/2005,,
87,still not getting any...,simple plan,7/2/2005,,
87,still not getting any...,simple plan,5/21/2005,,
91,still not getting any...,simple plan,6/25/2005,,
101,still not getting any...,simple plan,9/10/2005,,
116,still not getting any...,simple plan,9/17/2005,,
120,still not getting any...,simple plan,9/24/2005,,
148,still not getting any...,simple plan,10/1/2005,,
168,still not getting any...,simple plan,10/8/2005,,
190,still not getting any...,simple plan,10/15/2005,,
41,"straight to dvd ii: past,  present and future hearts",all time low,10/1/2016,,
87,stranger than fiction,bad religion,9/24/1994,,
125,stranger than fiction,bad religion,10/1/1994,,
153,stranger than fiction,bad religion,10/8/1994,,
